SupplierID,SupplierAddress,SupplierName,SupplierContactDetails,ProductID,CarMaker,CarModel,CarColor,CarModelYear,CarPrice,CustomerID,CustomerName,Gender,JobTitle,PhoneNumber,EmailAddress,City,Country,CountryCode,State,CustomerAddress,OrderDate,OrderID,ShipDate,ShipMode,Shipping,PostalCode,Sales,Quantity,Discount,CreditCardType,CreditCard,CustomerFeedback
305,05 Pine View Place,Rooxo,280-59-1168,8945,Buick,Century,Pink,1999,684551.32,42627-229,Sophey Chaves,Female,Information Systems Manager,785-699-5753,schaves8g@apple.com,Topeka,United States,US,Kansas,302 Eastlawn Junction,2018/08/04,40085-215,2019/01/08,First Class,Air,66611,914434.21,2,0.56,visa,4017957628391223,Okay
306,1334 Logan Court,Topicstorm,694-43-6986,1431,Mazda,MPV,Khaki,2006,753817.77,68703-004,Renell Spacy,Female,Actuary,915-966-6526,rspacy8h@mozilla.org,El Paso,United States,US,Texas,4811 Stone Corner Street,2018/11/27,16477-152,2019/04/05,First Class,Air,79905,840242.63,2,0.49,jcb,3536722426052409,Okay
307,71 Artisan Alley,Feedbug,769-63-4799,3923,Mercedes-Benz,M-Class,Khaki,2012,555110.84,65365-005,Augy Tindle,Male,Speech Pathologist,602-602-0085,atindle8i@mapquest.com,Phoenix,United States,US,Arizona,6 Drewry Center,2018/07/06,0258-3687,2019/06/02,Same Day,Truck,85053,900762.04,1,0.36,maestro,6763250424281052494,Very Good
308,01978 Macpherson Way,Latz,245-70-1648,8702,Mitsubishi,Montero,Indigo,1999,616788.10,0641-0948,Ingelbert Huggill,Male,Assistant Media Planner,901-766-5518,ihuggill8j@blogspot.com,Memphis,United States,US,Tennessee,298 North Court,2019/06/04,66288-1300,2019/01/30,Standard Class,Air,38114,709584.53,2,0.86,jcb,3544423377907721,Very Bad
309,577 Commercial Way,Jabberstorm,679-45-4846,6693,Toyota,Highlander,Crimson,2003,587110.99,55154-3437,Sandor People,Male,Executive Secretary,816-953-4876,speople8k@lycos.com,Independence,United States,US,Missouri,246 Randy Junction,2019/01/04,0135-0504,2019/01/11,Same Day,Truck,64054,950305.24,1,0.69,jcb,3558597304166999,Bad
310,94869 Dexter Place,Jabbercube,514-83-2487,4222,Buick,Park Avenue,Yellow,2002,795774.00,59779-224,Alain Kettell,Male,VP Quality Control,307-725-0907,akettell8l@qq.com,Cheyenne,United States,US,Wyoming,9 5th Road,2018/11/11,10812-510,2019/01/29,Second Class,Air,82007,785863.89,2,0.43,visa-electron,4175001943233238,Okay
311,72 Lakewood Gardens Way,Tagtune,835-49-5284,157,GMC,Rally Wagon 1500,Indigo,1993,511962.97,0268-6635,Clayborn Matyukon,Male,Data Coordiator,217-131-9118,cmatyukon8m@mashable.com,Champaign,United States,US,Illinois,3894 Westend Road,2019/02/04,54868-5768,2019/01/27,Same Day,Truck,61825,941761.70,2,0.44,jcb,3587291153842570,Very Bad
312,750 Gale Drive,Thoughtbeat,651-29-0884,3224,Toyota,4Runner,Pink,2000,787155.62,54569-2483,Tammy Orvis,Male,Research Associate,810-861-2102,torvis8n@independent.co.uk,Flint,United States,US,Michigan,325 Onsgard Avenue,2018/08/08,10096-9182,2019/01/21,Standard Class,Air,48550,863064.52,1,0.52,visa-electron,4026784042424995,Okay
313,52575 Monterey Way,Gabspot,864-45-4899,1242,Dodge,Neon,Blue,2002,557648.01,16477-811,Ludwig Hovert,Male,Research Associate,719-478-5077,lhovert8o@nymag.com,Colorado Springs,United States,US,Colorado,0390 Bobwhite Terrace,2019/05/04,65862-526,2019/02/14,Same Day,Truck,80925,727229.70,1,0.4,bankcard,5602227083694430,Bad
314,67 Muir Pass,Riffpedia,114-78-5085,6901,GMC,Yukon XL 1500,Violet,2009,626592.77,52544-044,Rupert Ropcke,Male,Web Developer II,806-750-7979,rropcke8p@ihg.com,Lubbock,United States,US,Texas,0 Prentice Place,2019/01/18,49884-650,2019/02/18,First Class,Air,79491,741782.10,2,0.41,americanexpress,374288130480824,Very Good
315,8 Riverside Plaza,Midel,894-57-2919,5501,Mercedes-Benz,SLK-Class,Yellow,2011,697365.80,21695-473,Ethel Abeles,Female,Accountant II,901-239-9213,eabeles8q@geocities.jp,Memphis,United States,US,Tennessee,90814 Becker Crossing,2018/10/04,0179-0155,2019/05/25,Standard Class,Truck,38143,728896.99,1,0.83,visa-electron,4508301546158594,Very Bad
316,7 Saint Paul Way,Skinte,617-91-5193,1343,Toyota,Avalon,Violet,2002,570870.44,70253-348,Crissie Snasdell,Female,Systems Administrator III,503-968-8316,csnasdell8r@linkedin.com,Portland,United States,US,Oregon,06437 Manitowish Street,2018/07/05,56062-027,2019/06/15,Second Class,Truck,97296,910628.21,1,0.58,jcb,3543168038289107,Very Good
317,2806 Pleasure Drive,Avamm,637-01-6190,3474,Lexus,CT,Teal,2011,507645.68,64406-016,Archer Cocks,Male,Structural Analysis Engineer,612-402-9869,acocks8s@rambler.ru,Minneapolis,United States,US,Minnesota,24 Mayer Pass,2018/11/18,76075-101,2019/01/23,Second Class,Truck,55441,707835.38,2,0.8,jcb,3576304705371429,Okay
318,38 Gulseth Terrace,Kazu,629-11-7458,4042,Subaru,Impreza,Khaki,1996,552478.67,0713-0166,Annmaria Thireau,Female,Biostatistician II,334-697-1884,athireau8t@google.es,Montgomery,United States,US,Alabama,23304 Village Trail,2019/02/18,63304-445,2019/03/12,Same Day,Truck,36104,967120.00,2,0.75,jcb,3557168816141762,Bad
319,5 Cordelia Pass,Wikizz,768-82-4144,3509,Chevrolet,Cobalt SS,Green,2009,610710.37,0363-1298,Leopold Shorto,Male,Teacher,559-565-1007,lshorto8u@va.gov,Fullerton,United States,US,California,90164 Mitchell Point,2018/10/01,43269-834,2019/06/02,Second Class,Truck,92640,927475.94,1,0.66,visa-electron,4508666681520588,Bad
320,1506 Montana Circle,Skiptube,424-76-5495,8379,Chevrolet,APV,Mauv,1993,755891.68,67938-1397,Clarissa Bruniges,Female,Recruiting Manager,303-939-5642,cbruniges8v@issuu.com,Aurora,United States,US,Colorado,17 Dunning Circle,2019/02/04,49288-0456,2019/01/08,First Class,Air,80045,801288.15,2,0.43,jcb,3582452511421714,Good
321,038 Sauthoff Place,Zoonder,890-59-0335,3241,Ferrari,612 Scaglietti,Turquoise,2009,695267.57,54838-144,Misha Schrader,Female,Financial Analyst,901-136-7802,mschrader8w@reference.com,Memphis,United States,US,Tennessee,0 Rieder Terrace,2018/12/18,54057-682,2019/01/18,Standard Class,Truck,38168,771700.35,1,0.6,jcb,3557583457731566,Good
322,47413 Pleasure Alley,Skinte,585-25-3757,8717,Hyundai,Veracruz,Khaki,2009,631171.71,53113-266,Carine Watman,Female,Statistician I,731-339-1951,cwatman8x@wix.com,Jackson,United States,US,Tennessee,89330 Melvin Street,2019/02/15,35356-197,2019/02/07,Standard Class,Air,38308,701737.03,1,0.27,china-unionpay,560224618487485072,Okay
323,80522 Caliangt Trail,Digitube,132-47-6371,1243,Nissan,Frontier,Aquamarine,2001,625121.09,0268-0807,Man Ollet,Male,Budget/Accounting Analyst III,281-929-6859,mollet8y@bbc.co.uk,Spring,United States,US,Texas,487 Magdeline Way,2019/05/23,52083-601,2019/04/02,First Class,Truck,77388,762009.87,1,0.3,jcb,3579456971430664,Okay
324,7 Randy Lane,Gabcube,571-46-4187,1732,Jeep,Comanche,Pink,1992,538437.86,58517-340,Gennifer Mor,Female,Business Systems Development Analyst,213-585-6350,gmor8z@quantcast.com,Los Angeles,United States,US,California,8429 Nancy Center,2019/03/02,43857-0117,2019/05/18,First Class,Air,90081,964162.52,2,0.53,diners-club-international,36710753294828,Bad
325,7 Sundown Pass,Eimbee,478-81-7750,9958,Audi,4000,Fuscia,1987,648966.12,0378-6201,Thorvald Perry,Male,Senior Developer,336-892-5724,tperry90@cloudflare.com,Winston Salem,United States,US,North Carolina,99 Rusk Center,2018/11/11,65044-6518,2019/03/26,First Class,Truck,27110,862363.21,2,0.75,jcb,3530154342852611,Very Good
326,7 Anzinger Street,Skyvu,358-59-7146,6669,Mazda,626,Aquamarine,1991,657876.89,98132-728,Normie Ghelardoni,Male,Biostatistician IV,802-977-7779,nghelardoni91@rakuten.co.jp,Montpelier,United States,US,Vermont,851 Melvin Court,2019/03/17,0228-2801,2019/01/02,Same Day,Truck,05609,965791.62,2,0.39,solo,6767252923795691449,Bad
327,344 Redwing Lane,Twitterworks,274-42-8908,5535,Volvo,C70,Goldenrod,2009,761972.23,0023-4964,Flss Darker,Female,Design Engineer,727-155-1700,fdarker92@eventbrite.com,Clearwater,United States,US,Florida,493 Graceland Terrace,2018/08/08,52054-512,2019/03/13,Same Day,Air,33763,994486.13,1,0.87,diners-club-enroute,201896048996522,Good
328,989 Michigan Center,Flipopia,521-68-4174,9086,Ford,Flex,Mauv,2012,568006.05,61657-0959,Tabbitha Redmain,Female,Geological Engineer,727-526-0343,tredmain93@jiathis.com,Clearwater,United States,US,Florida,68 Russell Street,2019/03/09,43857-0294,2019/03/16,Same Day,Truck,34620,828011.87,1,0.46,china-unionpay,5602225112679299,Very Bad
329,9574 Farmco Place,Realmix,841-57-3344,754,Acura,NSX,Yellow,1993,670873.16,68258-8973,Mel O'Sherin,Female,Recruiter,901-953-7355,mosherin94@un.org,Memphis,United States,US,Tennessee,13199 Transport Court,2018/07/24,60432-604,2019/04/22,Second Class,Air,38114,858907.73,2,0.87,visa-electron,4405708136214997,Good
330,924 Ryan Parkway,Feednation,540-24-4522,3880,Chevrolet,Corvette,Purple,1962,600728.74,60505-0265,Linet Bastock,Female,Civil Engineer,212-446-0443,lbastock95@rambler.ru,New York City,United States,US,New York,20616 Dakota Point,2019/06/03,0591-5621,2019/03/17,Second Class,Air,10115,775084.20,2,0.56,diners-club-carte-blanche,30511130606684,Bad
331,36 Clarendon Pass,Thoughtbeat,825-86-8630,8078,Mitsubishi,Lancer,Blue,2004,769727.99,46123-039,Dominick Holdforth,Male,Engineer IV,410-617-9937,dholdforth96@auda.org.au,Baltimore,United States,US,Maryland,5 Prairie Rose Center,2019/03/08,49349-206,2019/01/01,Same Day,Air,21203,964975.62,2,0.54,jcb,3568002855333286,Good
332,523 Summerview Way,Edgewire,670-45-8110,2629,Hyundai,Elantra,Aquamarine,2006,627881.84,59779-405,Elizabet Barthot,Female,Desktop Support Technician,701-620-6460,ebarthot97@wikispaces.com,Fargo,United States,US,North Dakota,53 Coleman Avenue,2018/10/23,55289-962,2019/01/06,Same Day,Air,58106,884036.61,2,0.26,china-unionpay,5602239034469564,Very Bad
333,72 Rigney Parkway,Jayo,412-93-5172,4831,Mercedes-Benz,S-Class,Blue,1985,633339.32,0363-9170,Oliy Kelloway,Female,Senior Sales Associate,612-875-7257,okelloway98@icio.us,Minneapolis,United States,US,Minnesota,83 Maple Place,2019/04/03,44911-0014,2019/02/05,Standard Class,Truck,55446,938473.12,1,0.87,diners-club-enroute,201416296090702,Okay
334,759 Sachs Junction,Aivee,449-80-4246,9813,Suzuki,Daewoo Magnus,Puce,2005,701889.62,41163-120,Eudora Brumbie,Female,Automation Specialist I,682-394-9956,ebrumbie99@uol.com.br,Fort Worth,United States,US,Texas,96848 Thackeray Plaza,2018/09/02,68828-067,2019/01/02,Standard Class,Truck,76198,708309.06,2,0.38,jcb,3530451916818378,Very Good
335,57 Harper Point,Yodo,237-23-4929,6923,Lexus,RX,Aquamarine,2002,725936.35,54569-0843,Matilda Kegan,Female,VP Sales,773-697-9188,mkegan9a@github.com,Chicago,United States,US,Illinois,439 Mallory Place,2019/02/16,52125-531,2019/01/03,Second Class,Air,60657,956996.66,2,0.62,visa,4137914545698466,Very Good
336,2285 Lighthouse Bay Point,Skipstorm,172-43-5210,668,Mitsubishi,Truck,Maroon,1985,538074.63,49778-002,Agnes Woolmer,Female,Analyst Programmer,406-956-0909,awoolmer9b@webnode.com,Bozeman,United States,US,Montana,63388 New Castle Junction,2019/05/03,61601-1127,2019/03/23,Second Class,Air,59771,849317.03,1,0.4,visa,4041376131256,Bad
337,4372 Upham Drive,InnoZ,415-48-2318,8771,Dodge,Avenger,Yellow,1996,570705.28,0065-0530,Zebadiah Kewzick,Male,Media Manager III,801-624-0463,zkewzick9c@bing.com,Salt Lake City,United States,US,Utah,431 Butterfield Crossing,2018/07/12,76049-620,2019/03/27,First Class,Truck,84199,781518.73,2,0.36,jcb,3581275507942620,Okay
338,0117 Springview Junction,Centizu,657-42-2409,7762,Mercury,Cougar,Aquamarine,1967,726377.48,55154-4651,Jeffrey Toye,Male,Structural Engineer,612-720-9471,jtoye9d@printfriendly.com,Minneapolis,United States,US,Minnesota,25 Division Plaza,2018/10/03,42254-065,2019/02/25,Standard Class,Air,55428,745537.80,1,0.77,jcb,3560316340236492,Okay
339,13 Ridge Oak Trail,Devcast,832-35-5973,0771,Buick,LaCrosse,Turquoise,2007,607930.71,0187-1221,Eric Kleinert,Male,Automation Specialist I,801-151-8122,ekleinert9e@redcross.org,Salt Lake City,United States,US,Utah,13 American Ash Drive,2018/09/13,0573-1915,2019/06/04,Standard Class,Air,84135,707110.84,2,0.27,jcb,3555263027805008,Very Bad
340,5 Lerdahl Hill,Twitterwire,539-20-5922,596,Mazda,MPV,Green,2004,553002.61,59779-574,Emmit Loder,Male,Dental Hygienist,865-756-3584,eloder9f@dailymail.co.uk,Knoxville,United States,US,Tennessee,317 Killdeer Road,2018/10/02,50436-2899,2019/03/15,Second Class,Air,37939,788921.10,1,0.51,visa,4312479754219872,Bad
341,30650 Magdeline Way,Vimbo,339-75-6952,6739,Mitsubishi,Pajero,Orange,2004,738187.94,55289-531,Delbert Farmery,Male,Registered Nurse,954-364-8053,dfarmery9g@bloglines.com,Fort Lauderdale,United States,US,Florida,7 Commercial Center,2018/08/25,0378-1150,2019/04/15,Same Day,Air,33330,792887.07,1,0.65,jcb,3532969067735305,Okay
342,4 Springs Lane,Trilith,731-66-4280,1919,Chrysler,Crossfire Roadster,Mauv,2006,546271.67,60429-288,Robert Vicarey,Male,Nurse Practicioner,512-454-8287,rvicarey9h@buzzfeed.com,Austin,United States,US,Texas,000 Amoth Alley,2019/03/25,52810-702,2019/04/29,Second Class,Air,78764,851604.84,1,0.39,maestro,0604828862217186347,Very Good
343,55301 Marquette Center,Zoomzone,849-99-5803,4349,Pontiac,Grand Prix,Aquamarine,1962,784238.63,0555-0767,Austin Milillo,Male,Systems Administrator I,562-759-5187,amilillo9i@ycombinator.com,Long Beach,United States,US,California,5 Bobwhite Crossing,2018/12/17,68327-030,2019/04/26,Standard Class,Truck,90847,862877.87,1,0.79,jcb,3570528412452504,Okay
344,4969 Main Parkway,Kayveo,862-38-4615,8408,Lincoln,Mark VIII,Khaki,1994,646473.91,36987-1248,Opal Leynham,Female,Social Worker,305-111-7318,oleynham9j@wordpress.org,Miami Beach,United States,US,Florida,680 Mendota Trail,2018/12/11,53499-5149,2019/03/01,Same Day,Air,33141,703143.18,1,0.6,jcb,3580639303329509,Very Good
345,1654 Marcy Crossing,Skyba,535-89-9766,1229,Buick,Century,Purple,1991,710688.60,30142-462,Rosemonde Gathercole,Female,GIS Technical Architect,412-158-3036,rgathercole9k@hostgator.com,Pittsburgh,United States,US,Pennsylvania,42431 Algoma Drive,2018/07/13,61442-363,2019/05/02,Second Class,Air,15225,913674.43,1,0.57,jcb,3576534709211037,Very Good
346,4169 Milwaukee Center,Bubbletube,649-58-4696,9189,Bentley,Continental,Aquamarine,2008,712682.73,64159-7693,Rip Aspinell,Male,Marketing Manager,512-917-7223,raspinell9l@nydailynews.com,Austin,United States,US,Texas,78 Claremont Park,2019/01/20,51655-439,2019/01/30,First Class,Air,78769,799003.87,1,0.56,jcb,3575127950358440,Okay
347,56 Bobwhite Park,Quamba,576-86-4243,8847,Bentley,Continental GTC,Puce,2011,704832.56,61919-992,Perry Kirimaa,Male,Business Systems Development Analyst,907-626-0193,pkirimaa9m@cbsnews.com,Juneau,United States,US,Alaska,576 Kingsford Street,2019/06/06,61328-001,2019/04/14,Second Class,Air,99812,988207.53,2,0.52,laser,6709108457517086,Good
348,34 Hoffman Parkway,Twimbo,295-01-6025,3931,Audi,5000S,Aquamarine,1987,550033.01,48951-8160,Keith Crickett,Male,Senior Editor,919-509-4728,kcrickett9n@skype.com,Durham,United States,US,North Carolina,56 Schmedeman Place,2019/02/14,54868-6366,2019/05/31,Second Class,Truck,27710,995483.27,2,0.45,diners-club-enroute,201961835678806,Good
349,9 Aberg Pass,Oyondu,709-84-4340,8713,Subaru,Impreza WRX,Fuscia,2010,732058.61,30142-733,Karolina Churcher,Female,Social Worker,813-436-5461,kchurcher9o@bloglines.com,Zephyrhills,United States,US,Florida,16 Atwood Center,2018/12/05,0555-0286,2019/06/14,Standard Class,Air,33543,880508.47,2,0.76,jcb,3547393057276308,Very Good
350,0734 Memorial Circle,Feedmix,238-97-4452,3617,Dodge,Intrepid,Pink,1999,796249.69,43063-051,Page Rotherforth,Female,VP Accounting,406-174-6582,protherforth9p@hostgator.com,Missoula,United States,US,Montana,12447 Merrick Park,2018/09/27,49035-150,2019/02/27,First Class,Truck,59806,851585.10,1,0.59,diners-club-carte-blanche,30562705941584,Good
351,43104 Clove Place,Feedfish,146-56-0855,9175,Chevrolet,Caprice,Violet,1995,575973.51,50300-010,Yancy Plowell,Male,Web Designer IV,970-687-2368,yplowell9q@cbc.ca,Greeley,United States,US,Colorado,59 Thackeray Court,2018/06/30,24236-004,2019/05/02,Same Day,Air,80638,989778.20,2,0.34,jcb,3531694122028832,Very Good
352,448 Marcy Junction,Thoughtsphere,708-10-7891,4233,Ford,Aspire,Orange,1996,547318.93,53603-1006,Caesar Fuzzens,Male,Junior Executive,763-252-6435,cfuzzens9r@photobucket.com,Monticello,United States,US,Minnesota,32031 Hermina Alley,2018/12/19,0220-9322,2019/06/16,First Class,Air,55590,773862.24,2,0.41,mastercard,5100138816243055,Okay
353,9074 Carberry Park,Feedspan,832-88-7009,0844,Mitsubishi,Truck,Yellow,1991,509977.97,54868-4986,Wyn Grassin,Male,VP Accounting,302-448-4966,wgrassin9s@behance.net,Wilmington,United States,US,Delaware,88 Doe Crossing Plaza,2018/07/02,33261-460,2019/03/22,Standard Class,Air,19810,832447.02,1,0.86,diners-club-us-ca,5493916290738509,Good
354,002 Bartillon Drive,Brightdog,370-66-4574,9303,BMW,Z4 M,Khaki,2007,755402.38,60512-6032,Jarad Briatt,Male,Office Assistant IV,704-859-4960,jbriatt9t@goodreads.com,Charlotte,United States,US,North Carolina,72549 Helena Terrace,2019/03/14,63187-159,2019/01/07,Standard Class,Air,28235,902951.29,2,0.7,bankcard,5602224619553800,Bad
355,155 Ridgeview Crossing,Topiczoom,198-06-5450,8219,Volkswagen,Jetta,Orange,1995,518274.67,53877-009,Jodee Bouskill,Female,Food Chemist,304-233-3877,jbouskill9u@columbia.edu,Charleston,United States,US,West Virginia,5490 Darwin Point,2018/12/11,51452-004,2019/01/25,Second Class,Truck,25336,906612.81,1,0.42,china-unionpay,560221701604095520,Okay
356,92809 Sloan Point,Ainyx,790-07-9248,5712,Mercedes-Benz,S-Class,Puce,1996,552442.90,98132-710,Leontine Fante,Female,Payment Adjustment Coordinator,509-989-5964,lfante9v@vk.com,Spokane,United States,US,Washington,6506 Spaight Pass,2019/04/06,56062-516,2019/04/19,Second Class,Truck,99215,710467.30,2,0.71,mastercard,5100171677661685,Bad
357,799 Hoffman Road,Skyba,314-36-3449,9301,Lincoln,Aviator,Orange,2004,707799.97,0178-0370,Fair Ingry,Male,Web Designer IV,603-501-8133,fingry9w@posterous.com,Portsmouth,United States,US,New Hampshire,64137 Pond Circle,2019/02/08,59958-200,2019/02/21,Second Class,Truck,03804,974405.96,1,0.53,jcb,3538429636099539,Okay
358,42967 Upham Place,Yodo,892-34-4315,1152,Buick,Roadmaster,Purple,1993,721342.12,50458-515,Nate Batcock,Male,Tax Accountant,970-590-1597,nbatcock9x@issuu.com,Grand Junction,United States,US,Colorado,2852 Mockingbird Crossing,2019/03/31,43419-803,2019/01/19,Standard Class,Truck,81505,935036.58,1,0.38,diners-club-enroute,201978749980136,Good
359,5906 Pond Circle,Babbleopia,861-05-9707,9164,Mazda,626,Indigo,1990,780134.65,55111-396,Katherina Colmer,Female,Account Representative II,786-880-8947,kcolmer9y@thetimes.co.uk,Miami,United States,US,Florida,01 Oneill Park,2018/10/23,37205-186,2019/06/03,Same Day,Truck,33111,791753.05,1,0.57,switch,4903684345004563246,Very Bad
360,677 Surrey Park,Bluejam,233-98-2395,9541,Nissan,Pathfinder Armada,Turquoise,2004,707254.79,65923-703,Velma Windrus,Female,Pharmacist,816-863-4515,vwindrus9z@wisc.edu,Kansas City,United States,US,Missouri,510 Graceland Court,2019/03/04,67457-238,2019/02/03,Standard Class,Truck,64193,786057.61,1,0.41,jcb,3534293488446824,Okay
361,73 Fulton Crossing,Skilith,331-95-9623,5599,Mitsubishi,Tredia,Puce,1988,711337.31,10477-7603,Glenine Abelevitz,Female,Accountant IV,202-699-6634,gabelevitza0@ow.ly,Laurel,United States,US,Maryland,5 Mayer Hill,2018/11/28,60429-555,2019/02/24,Same Day,Truck,20709,970782.56,1,0.67,jcb,3539922480958122,Okay
362,9545 Goodland Junction,Youbridge,441-40-7398,1601,Volkswagen,Scirocco,Purple,1985,585686.01,0555-9027,Aron Pauler,Male,Speech Pathologist,913-546-2879,apaulera1@bbc.co.uk,Shawnee Mission,United States,US,Kansas,01 Homewood Hill,2019/04/25,65663-019,2019/04/14,Second Class,Air,66210,915764.49,1,0.67,diners-club-us-ca,5424442375559466,Okay
363,14 Corry Lane,Rhycero,196-88-0609,8844,Oldsmobile,Silhouette,Aquamarine,2004,751875.79,68647-167,Dorette Deverale,Female,Marketing Assistant,651-480-8222,ddeveralea2@techcrunch.com,Saint Paul,United States,US,Minnesota,2510 Del Mar Way,2019/04/24,0440-1481,2019/05/30,First Class,Air,55108,845809.84,2,0.68,instapayment,6382332634365466,Okay
364,602 Loomis Crossing,Blogspan,138-24-9961,9391,Hyundai,Elantra,Violet,1997,767048.82,15828-106,Nicola Tolchar,Male,Research Nurse,812-558-3721,ntolchara3@hhs.gov,Evansville,United States,US,Indiana,2 Birchwood Park,2018/09/10,55910-975,2019/01/06,Standard Class,Air,47719,889264.23,2,0.56,diners-club-us-ca,5469191821852852,Okay
365,98916 Blue Bill Park Trail,Kanoodle,665-26-5875,8801,Jaguar,S-Type,Violet,2006,669939.89,67938-0904,Brit Haville,Male,Project Manager,661-811-9656,bhavillea4@newyorker.com,Bakersfield,United States,US,California,90947 Donald Parkway,2019/02/14,0179-0128,2019/03/27,Standard Class,Air,93311,948461.94,1,0.76,diners-club-enroute,201419727429341,Very Good
